civil_twilight,date,end_temp,end_time,females_assisted_down,females_assisted_up,females_unassisted_down,females_unassisted_up,frogs_down,frogs_up,harborton_zone_2-_corner_to_guardrail/_90°_turn,hours_monitored,juveniles_assisted_up,males_assisted_down,males_assisted_up,males_unassisted_down,males_unassisted_up,monitored_(y/n),notes,roadkills_female,roadkills_male,roadkills_unk,sheet_name,source_file,start_temp,start_time,sunset,team_hours,total_assisted,total_frogs_assisted_down,total_frogs_assisted_up,total_frogs_down,total_frogs_up,total_live_frogs,unassisted_females_down,unassisted_females_up,unassisted_males_down,unassisted_males_up,weather
17:02:00,2022-12-17 00:00:00,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,40.0,,16:28:00,,,0.0,0.0,0.0,0.0,,,,,,"cold, becoming cloudy"
17:02:00,2022-12-18 00:00:00,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,41.0,,16:28:00,,,0.0,0.0,0.0,0.0,,,,,,"Cold,  passing showers "
17:03:00,2022-12-19 00:00:00,41.0,05:30:00,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,43.0,05:00:00,16:29:00,,,0.0,0.0,0.0,0.0,,,,,,"Dry, then mist"
17:03:00,2022-12-20 00:00:00,45.0,06:30:00,1.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,Y,,0.0,0.0,1.0,December 2022,frog_log_2022_23.xlsx,47.0,04:45:00,16:29:00,3.5,,2.0,0.0,2.0,0.0,,,,,,steady drizzle stopped around 6pm
17:04:00,2022-12-21 00:00:00,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,,,16:29:00,,,0.0,0.0,0.0,0.0,,,,,,
17:04:00,2022-12-22 00:00:00,20.0,16:05:00,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,,16:00:00,16:30:00,,,0.0,0.0,0.0,0.0,,,,,,
17:05:00,2022-12-23 00:00:00,27.0,17:30:00,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,27.0,17:30:00,16:31:00,0.08,,0.0,0.0,0.0,0.0,,,,,,"very cold, no precip."
17:05:00,2022-12-24 00:00:00,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,43.0,,16:31:00,,,0.0,0.0,0.0,0.0,,,,,,"snow on ground, showers"
17:06:00,2022-12-25 00:00:00,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,43.0,,16:32:00,,,0.0,0.0,0.0,0.0,,,,,,Slush on road & roadside 
17:07:00,2022-12-26 00:00:00,49.0,11:27:00,1.0,0.0,0.0,0.0,,,,0.0,0.0,14.0,0.0,0.0,0.0,Y,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,43.0,04:45:00,16:33:00,30.0,,15.0,0.0,15.0,0.0,,,,,,Lots of rain
18:07:00,2022-12-26 00:00:00,48.0,03:00:00,0.0,0.0,0.0,0.0,,,,0.25,0.0,0.0,0.0,2.0,0.0,Y,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,48.0,02:45:00,17:33:00,0.25,,0.0,0.0,2.0,0.0,,,,,,Rain
17:07:00,2022-12-27 00:00:00,,06:00:00,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,y,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,46.0,04:45:00,16:33:00,5.75,,0.0,0.0,0.0,0.0,,,,,,wet roads 
17:08:00,2022-12-28 00:00:00,42.4,05:00:00,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,y,1 roadkill Harborton just down from creek,0.0,1.0,,December 2022,frog_log_2022_23.xlsx,44.0,04:15:00,16:34:00,0.0,,0.0,0.0,0.0,0.0,,,,,,damp pavement
17:09:00,2022-12-29 00:00:00,46.0,21:45:00,1.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,0.0,Y, + 1 frog jumped into the drain opposite the creek,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,45.0,16:15:00,16:35:00,12.5,,2.0,0.0,2.0,0.0,,,,,,Intermittent rain
17:10:00,2022-12-30 00:00:00,44.0,21:00:00,2.0,0.0,0.0,0.0,,,,0.0,0.0,31.0,0.0,0.0,0.0,Y,Many of the males were smaller than I remembered,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,44.7,16:30:00,16:36:00,16.5,,33.0,0.0,33.0,0.0,,,,,,Rain then tapering off
17:11:00,2022-12-31 00:00:00,43.0,06:00:00,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,y,,0.0,0.0,0.0,December 2022,frog_log_2022_23.xlsx,47.0,04:15:00,16:37:00,7.75,,0.0,0.0,0.0,0.0,,,,,,
,2022-10-28 00:00:00,54.0,20:00:00,,,,,,,,,7.0,,,,,Y,,,,,November 2022,frog_log_2022_23.xlsx,54.0,19:00:00,,1.0,,0.0,7.0,0,7,,,,,,
18:28:00,2022-11-01 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,17:57:00,,,0.0,0.0,0,0,,,,,,
18:27:00,2022-11-02 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,17:56:00,,,0.0,0.0,0,0,,,,,,
18:25:00,2022-11-03 00:00:00,45.0,19.15,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,Y,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,50.0,18:15:00,17:54:00,2.0,,0.0,0.0,0,0,,,,,,Mist
18:24:00,2022-11-04 00:00:00,58.0,21,0,0.0,0.0,0.0,,,,0.0,2.0,0.0,0.0,0.0,0.0,Y,Two adults see on harborton. They were very active and hopped to safety.,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,58.0,18:30:00,17:53:00,1.2,,0.0,2.0,0,2,,,,,,Rainy
18:23:00,2022-11-05 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,17:51:00,,,0.0,0.0,0,0,,,,,,
17:21:00,2022-11-06 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:50:00,,,0.0,0.0,0,0,,,,,,
17:20:00,2022-11-07 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:49:00,,,0.0,0.0,0,0,,,,,,
17:19:00,2022-11-08 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:48:00,,,0.0,0.0,0,0,,,,,,
17:18:00,2022-11-09 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:46:00,,,0.0,0.0,0,0,,,,,,
17:17:00,2022-11-10 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:45:00,,,0.0,0.0,0,0,,,,,,
17:16:00,2022-11-11 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:44:00,,,0.0,0.0,0,0,,,,,,
17:15:00,2022-11-12 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:43:00,,,0.0,0.0,0,0,,,,,,
17:14:00,2022-11-13 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:42:00,,,0.0,0.0,0,0,,,,,,
17:13:00,2022-11-14 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:41:00,,,0.0,0.0,0,0,,,,,,
17:12:00,2022-11-15 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:40:00,,,0.0,0.0,0,0,,,,,,
17:11:00,2022-11-16 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:39:00,,,0.0,0.0,0,0,,,,,,
17:10:00,2022-11-17 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,44.0,18;00,16:38:00,,,0.0,0.0,0,0,,,,,,Dry
17:09:00,2022-11-18 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:37:00,,,0.0,0.0,0,0,,,,,,
17:08:00,2022-11-19 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:36:00,,,0.0,0.0,0,0,,,,,,
17:08:00,2022-11-20 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:35:00,,,0.0,0.0,0,0,,,,,,
17:07:00,2022-11-21 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:34:00,,,0.0,0.0,0,0,,,,,,
17:06:00,2022-11-22 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:33:00,,,0.0,0.0,0,0,,,,,,
17:06:00,2022-11-23 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:33:00,,,0.0,0.0,0,0,,,,,,
17:05:00,2022-11-24 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,N,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,45.0,18:00:00,16:32:00,,,0.0,0.0,0,0,,,,,,Dry
17:04:00,2022-11-25 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:31:00,,,0.0,0.0,0,0,,,,,,
17:04:00,2022-11-26 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:31:00,,,0.0,0.0,0,0,,,,,,
17:03:00,2022-11-27 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:30:00,,,0.0,0.0,0,0,,,,,,
17:03:00,2022-11-28 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:30:00,,,0.0,0.0,0,0,,,,,,
17:02:00,2022-11-29 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:29:00,,,0.0,0.0,0,0,,,,,,
17:02:00,2022-11-30 00:00:00,,,0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,November 2022,frog_log_2022_23.xlsx,,,16:29:00,,,0.0,0.0,0,0,,,,,,
20:08:00,2023-04-01 00:00:00,40.0,08:30:00,0,0,,,,,,0.0,0.0,0,0,,,y,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,43.0,07:15:00,19:38:00,5.0,,0.0,0.0,0,0,,0,0.0,0,0,"misty, partly cloudy"
20:10:00,2023-04-02 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,40.0,20:00:00,19:40:00,,,0.0,0.0,0,0,,0,0.0,0,0,Scattered showers and cooling 
20:11:00,2023-04-03 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,40.0,20,19:41:00,,,0.0,0.0,0,0,,0,0.0,0,0,Dry
20:12:00,2023-04-04 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,19:42:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:14:00,2023-04-05 00:00:00,45.1,22:00:00,0,0,,,,,,0.0,0.0,0,1,,,Y,,0,1,0.0,April 2023,frog_log_2022_23.xlsx,49.0,19:30:00,19:43:00,8.5,,0.0,1.0,0,1,,0,0.0,0,0,light rain
20:15:00,2023-04-06 00:00:00,53.0,23:00:00,0,20,,,,,,0.0,11.0,0,26,,,Y,,1,0,1.0,April 2023,frog_log_2022_23.xlsx,52.0,19:45:00,19:45:00,19.75,,0.0,57.0,0,59,,0,1.0,0,1,Lite rain; mist; wet pavemt
20:16:00,2023-04-07 00:00:00,52.0,19:25:00,0,0,,,,,,0.0,0.0,0,0,,,Y,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,52.0,19:00:00,19:46:00,0.42,,0.0,0.0,0,0,,0,0.0,0,0,"Dry, broken clouds"
20:18:00,2023-04-08 00:00:00,50.0,09:30:00,0,5,,,,,,0.0,0.0,0,0,,,y,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,52.0,07:30:00,19:47:00,7.5,,0.0,5.0,0,5,,0,0.0,0,0,"dry pavement, touch of mist"
20:19:00,2023-04-09 00:00:00,53.0,23:00:00,0,6,,,,,,0.0,2.0,0,6,,,Y,2 salamanders assisted up,1,0,0.0,April 2023,frog_log_2022_23.xlsx,53.0,19:45:00,19:49:00,10.5,,0.0,14.0,0,15,,0,1.0,0,0,rain
20:21:00,2023-04-10 00:00:00,43.5,21:45:00,0,0,,,,,,0.0,0.0,0,0,,,Y,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,44.7,19:45:00,19:50:00,8.0,,0.0,0.0,0,0,,0,0.0,0,0,Rain
20:22:00,2023-04-11 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,19:51:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:23:00,2023-04-12 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,19:53:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:25:00,2023-04-13 00:00:00,49.0,20:20:00,0,0,,,,,,0.0,0.0,0,0,,,Y,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,49.0,20:15:00,19:54:00,,,0.0,0.0,0,0,,0,0.0,0,0,"Dry, dry pavement"
20:26:00,2023-04-14 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,19:55:00,,,0.0,0.0,0,0,,0,0.0,0,0,"Dry, clear skies"
20:27:00,2023-04-15 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,19:56:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:29:00,2023-04-16 00:00:00,43.0,20:50:00,0,0,,,,,,0.0,0.0,0,0,,,Y,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,43.0,20:45:00,19:58:00,0.08,,0.0,0.0,0,0,,0,0.0,0,0,Pavement patchy wet and drying. Showers in the area 
20:30:00,2023-04-17 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,40.0,20:30:00,19:59:00,,,0.0,0.0,0,0,,0,0.0,0,0,Clear and dry
20:32:00,2023-04-18 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:00:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:33:00,2023-04-19 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:02:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:34:00,2023-04-20 00:00:00,48.0,21:00:00,0,0,,,,,,0.0,0.0,0,0,,,Y,Chorus frog or 2; wetland not very loud,0,0,0.0,April 2023,frog_log_2022_23.xlsx,47.0,20:00:00,20:03:00,4.0,,0.0,0.0,0,0,,0,0.0,0,0,Lite mist to dry; wet pavemt
20:36:00,2023-04-21 00:00:00,51.0,22:10:00,0,0,,,,,,0.0,0.0,0,0,,,Y,"Rain moved in by Sat morning, temp 51 at 07:57",0,0,0.0,April 2023,frog_log_2022_23.xlsx,51.0,22:00:00,20:04:00,0.2,,0.0,0.0,0,0,,0,0.0,0,0,"Humid, dry"
20:37:00,2023-04-22 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:05:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:39:00,2023-04-23 00:00:00,48.0,23:25:00,0,0,,,,,,0.0,0.0,0,0,,,Y,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,48.0,23:15:00,20:07:00,0.17,,0.0,0.0,0,0,,0,0.0,0,0,Dry
20:40:00,2023-04-24 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,N,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,51.0,20:20:00,20:08:00,,,0.0,0.0,0,0,,0,0.0,0,0,Mostly clear sky
20:41:00,2023-04-25 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:09:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:43:00,2023-04-26 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:11:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:44:00,2023-04-27 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:12:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:46:00,2023-04-28 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:13:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:47:00,2023-04-29 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:14:00,,,0.0,0.0,0,0,,0,0.0,0,0,
20:48:00,2023-04-30 00:00:00,,,0,0,,,,,,0.0,0.0,0,0,,,,,0,0,0.0,April 2023,frog_log_2022_23.xlsx,,,20:16:00,,,0.0,0.0,0,0,,0,0.0,0,0,
,2014-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,,,,,,,,,,0.0,,,,,
,2014-12-02 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,42,5,,,,,,,,0.0,,,,,wet/not raining
,2014-12-03 00:00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,,,,,,,,,,0.0,,,,,
,2014-12-04 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,42,5,,,,,,,,0.0,,,,,wet/not raining
,2014-12-05 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,46,05:30:00,,,,,,,,0.0,,,,,
,2014-12-06 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,51.2,5,,,,,,,,0.0,,,,,Damp/dry sky
,2014-12-07 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,46,6,,,,,,,,0.0,,,,,Dry
,2014-12-08 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,48,,,,,,,,,0.0,,,,,Dry
,2014-12-09 00:00:00,,07:30:00,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,54,06:10:00,,,,,,,,0.0,,,,,Raining
,2014-12-10 00:00:00,,06:55:00,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,49,06:30:00,,,,,,,,0.0,,,,,damp but no rain
,2014-12-11 00:00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,,,,,,,,,,0.0,,,,,
,2014-12-12 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,46,06:30:00,,,,,,,,0.0,,,,,dry
,2014-12-13 00:00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,,,,,,,,,,0.0,,,,,
,2014-12-14 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,41,08:45:00,,,,,,,,0.0,,,,,Dry
,2014-12-15 00:00:00,,,,,,,0.0,0.0,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,50/44,,,,,,,,,0.0,,,,,Trace for day
,2014-12-16 00:00:00,,,,,,,0.0,0.0,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,48/41,,,,,,,,,0.0,,,,,".02"" for day"
,2014-12-17 00:00:00,,,,,,,0.0,0.0,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,47/36,,,,,,,,,0.0,,,,,".07"" for day"
,2014-12-18 00:00:00,,,,,,,0.0,0.0,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,50/42,,,,,,,,,0.0,,,,,"0.3"" for day"
,2014-12-19 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,,,,,December,frog_log_2014_15.xlsx,38,05:30:00,,,,,,,,0.0,,,,,Rain
,2014-12-20 00:00:00,,,,,,,53.0,0.0,,,,,,,,,1st frogs of the season,,,,December,frog_log_2014_15.xlsx,59/45,,,,,,,,,53.0,,,,,"1.07"" for day"
,2014-12-21 00:00:00,,08:30:00,,,,,4.0,0.0,,,,,,,,Y,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,52,05:15:00,,,,,,,,4.0,,,,,"damp, light rain"
,2014-12-22 00:00:00,,,,,,,0.0,0.0,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,54/45,,,,,,,,,0.0,,,,,"0.03"" for day "
,2014-12-23 00:00:00,,,,,,,0.0,0.0,,,,,,,,Y,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,53/43,,,,,,,,,0.0,,,,,.016 for day
,2014-12-24 00:00:00,,,,,,,0.0,0.0,,,,,,,,,One squished female,,,,December,frog_log_2014_15.xlsx,41/40,,,,,,,,,0.0,,,,,"light rain, damp"
,2014-12-25 00:00:00,,,,,,,,,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,49/42,,,,,,,,,0.0,,,,,".1"" for day"
,2014-12-26 00:00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,45,,,,,,,,,0.0,,,,,Trace for day
,2014-12-27 00:00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,46/45,,,,,,,,,0.0,,,,,".13"" for day"
,2014-12-28 00:00:00,,05:20:00,,,,,0.0,0.0,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,40,5,,,,,,,,0.0,,,,,".27"" for day"
,2014-12-29 00:00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,38,,,,,,,,,0.0,,,,,".07"" for day"
,2014-12-30 00:00:00,,,,,,,0.0,0.0,,,,,,,,,,,,,December,frog_log_2014_15.xlsx,35,,,,,,,,,0.0,,,,,No precipitation
,2014-12-31 00:00:00,,,,,,,0.0,0.0,,,,,,,,,H/L from archived weather data,,,,December,frog_log_2014_15.xlsx,37/21,,,,,,,,,0.0,,,,,No precipitation
,2015-01-01 00:00:00,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,N,H/L From archived weather data,,,0.0,January,frog_log_2014_15.xlsx,39/20,,,,,,,,,,0.0,0.0,0.0,0.0,No precipitation
,2015-01-02 00:00:00,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,N,,,,0.0,January,frog_log_2014_15.xlsx,38,,,,,,,,,,0.0,0.0,0.0,0.0,No precipitation
,2015-01-03 00:00:00,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,N,,,,0.0,January,frog_log_2014_15.xlsx,41/35,,,,,,,,,,0.0,0.0,0.0,0.0,No precipitation
,2015-01-04 00:00:00,,,,,,,1.0,0.0,,,,,,,,,1 NW Salamander ,,,,January,frog_log_2014_15.xlsx,47/48,,,,,,,,,,,,,,Light mist
,2015-01-05 00:00:00,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,,H/L From archived weather data,,,0.0,January,frog_log_2014_15.xlsx,56/38,,,,,,,,,,0.0,0.0,0.0,0.0,No precipitation
,2015-01-06 00:00:00,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0,,,,H/L From archived weather data,,,0.0,January,frog_log_2014_15.xlsx,47/37,,,,,,,,,,0.0,0.0,0.0,0.0,Dry pavement
,2015-01-07 00:00:00,,,,,,,0.0,0.0,,,,,,,,,H/L From archived weather data,,,,January,frog_log_2014_15.xlsx,51/32,,,,,,,,,,,,,,
,2015-01-08 00:00:00,,05:45:00,0.0,0.0,,,0.0,0.0,,:20,0.0,0.0,0.0,,,Y,,,,0.0,January,frog_log_2014_15.xlsx,40,05:25:00,,,,,,,,,0.0,0.0,0.0,0.0,"dry, fog, road damp"
